SIREN,SIRET,Nom société,Enseigne,Catégorie entreprise,Forme juridique,Date création,Code NAF,Libellé NAF,Tranche effectifs,Adresse,Code postal,Ville,Site web,Email générique,Téléphone standard,Nom dirigeant,Prénom dirigeant,Fonction dirigeant,Email dirigeant,Téléphone dirigeant,LinkedIn dirigeant,LinkedIn société,Spécialité Santé,Spécialité Prévoyance,Spécialité IARD,Spécialité Auto,Spécialité RC Pro,Spécialité Entreprises,Spécialité Collectives,Spécialité Particuliers,Nb collaborateurs estimé,Niveau digitalisation,ICP Score,Priorité,Potentiel,Statut prospection,Canal,Date premier contact,Dernier contact,Relance prévue,Démo réalisée,Proposition envoyée,Closing estimé,Notes
500255005,50025500500034,CORNOUAILLE ASSURANCES,,PME,5499,2007-09-14,66.22Z,66.22Y,01,13 RUE GUY LE GARREC,29120,PONT-L'ABBE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
500613898,50061389800039,,,PME,1000,2007-11-01,66.22Z,66.22Y,NN,34 RUE DE LA CROIX,22360,LANGUEUX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
501038087,50103808700034,STRATEGIE PATRIMOINE CAEN,,PME,5710,2007-11-16,66.22Z,66.22Y,03,20 RUE DU CAP JUDE,56000,VANNES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
501060024,50106002400038,,,PME,1000,2007-11-09,66.22Z,66.22Y,NN,RUE JEAN-MARIE LE BRIS,29200,BREST,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
501154710,50115471000054,,,PME,1000,2007-10-17,66.22Z,66.22Y,01,3 PLACE DE L'HOTEL DE VILLE,22700,PERROS-GUIREC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
501258768,50125876800040,ADP ASSURANCES,,PME,5499,2008-01-02,66.22Z,66.22Y,01,16 ESPLANADE DU CHAMP DE MARS,35000,RENNES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
501270151,50127015100027,,,PME,1000,2007-12-15,66.22Z,66.22Y,NN,CENTRE D'ACTIVITES DE L'AUBLETTE,22100,QUEVERT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
501384853,50138485300047,CAP ATLANTIQUE PATRIMOINE,,PME,5499,2007-12-01,70.22Z,66.22Y,02,15 ROUTE DE NANTES,56860,SENE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
501695852,50169585200043,,,PME,1000,2008-01-02,66.22Z,66.22Y,NN,22 ROUTE DE KERVINGU,56400,PLUNERET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
501760300,50176030000027,,,PME,1000,2008-01-01,66.22Z,66.22Y,NN,CENTRE D ACTIVITES L AUBLETTE,22100,QUEVERT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
501792642,50179264200057,,MMA,PME,1000,2008-01-02,66.22Z,66.22Y,01,1 RUE DES SEPT ILES,22700,PERROS-GUIREC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
501831572,50183157200042,JMB ASSURANCES,CAP ASSURANCES,PME,5499,2008-01-02,66.22Z,66.22Y,01,5 ALLEE DES QUATRE LE JEUNE,29000,QUIMPER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
501970511,50197051100025,,,PME,1000,2008-01-02,66.22Z,66.22Y,NN,4 AVENUE DU GENERAL DE GAULLE,22500,PAIMPOL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
502236391,50223639100038,INEF,,PME,5710,2008-01-03,66.22Z,66.22Y,01,167 RUE DE LORIENT,35000,RENNES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
502457526,50245752600023,,,PME,1000,2008-03-01,66.22Z,66.22Y,NN,3 ALLEE ERMENGARDE D'ANJOU,35000,RENNES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
502549827,50254982700017,,,PME,1000,2008-03-01,66.22Z,66.22Y,NN,1  LA DOLERIE DE SALE,35370,ARGENTRE-DU-PLESSIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
502767718,50276771800021,,,PME,1000,2008-01-01,66.22Z,66.22Y,NN,67 RUE ANITA CONTI,56000,VANNES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
502945744,50294574400014,CABINET BREMOND D'ARS ASSURANCE,,PME,5499,2008-03-27,66.22Z,66.22Y,NN,LA POISSONNAIS,22130,CORSEUL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
502969017,50296901700016,STER,,PME,5499,2008-03-03,66.22Z,66.22Y,01,23 RUE BRANDA,29200,BREST,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
502969017,50296901700024,STER,,PME,5499,2008-03-03,66.22Z,66.22Y,01,57 RUE PEN AR HOAT,29200,BREST,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
502977713,50297771300036,,,PME,1000,2008-03-01,66.22Z,66.22Y,02,6 RUE DU MEE,35500,VITRE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
502977713,50297771300044,,,PME,1000,2008-03-01,66.22Z,66.22Y,02,24 RUE DE LA MADELEINE,35410,CHATEAUGIRON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
503115909,50311590900031,A2G PREVOYANCE,,PME,5499,2008-01-01,66.22Z,66.22Y,01,RUE DU DANEMARK,56400,AURAY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
503115909,50311590900049,A2G PREVOYANCE,,PME,5499,2008-01-01,66.22Z,66.22Y,01,20 RUE ALBERT DE MUN,56300,PONTIVY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
503133027,50313302700022,SARL COFI PATRIMOINE,,PME,5499,2008-03-13,66.22Z,66.22Y,NN,4 RUE JEAN MERMOZ,22300,LANNION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
503141640,50314164000030,,,PME,1000,2008-01-01,66.22Z,66.22Y,NN,3  LE BOUT DU CHEMIN,35120,MONT-DOL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
503203390,50320339000029,,,PME,1000,2008-01-02,66.22Z,66.22Y,NN,8 RUE EVEN,22100,DINAN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
503380081,50338008100284,MUTUELLE UNEO,,ETI,8210,2008-03-17,65.12Z,66.22Y,41,6 RUE VICTOR HUGO,29200,BREST,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
503412488,50341248800010,,CHRISTIAN LAUMONIER,PME,1000,2008-04-01,66.22Z,66.22Y,02,12 AVENUE DU REVEREND PERE UMBRICHT,35400,SAINT-MALO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
503412488,50341248800036,,CHRISTIAN LAUMONIER,PME,1000,2008-04-01,66.22Z,66.22Y,02,6 PLACE DE LA MAIRIE,35350,SAINT-MELOIR-DES-ONDES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
503681488,50368148800022,ASSCA GROUPE SARL,ASSCA GROUPE,PME,5499,2008-04-15,66.22Z,66.22Y,NN,25 RUE DES TRENTE,35000,RENNES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
503742884,50374288400037,DANIEL MORAND ASSURANCES,,PME,5499,2008-05-15,66.22Z,66.22Y,02,111 RUE DE BELGIQUE,56100,LORIENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
503968943,50396894300012,OPTIMUM ENTREPRISE,OPTIMUM ENTREPRISE,PME,5499,2008-04-17,66.22Z,66.22Y,01,4  LA VILLE PELEE,22230,MERDRIGNAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
503971061,50397106100034,,,PME,1000,2008-05-19,66.22Z,66.22Y,NN,10 BOULEVARD DE LA GARE,29800,LANDERNEAU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
504002304,50400230400039,,,PME,1000,2008-05-05,66.22Z,66.22Y,NN,237 BOULEVARD JACQUES CARTIER,35000,RENNES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
504067695,50406769500032,,,PME,1000,2008-05-01,66.22Z,66.22Y,01,16 BOULEVARD EMMANUEL SVOB,56100,LORIENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
504067695,50406769500040,,,PME,1000,2008-05-01,66.22Z,66.22Y,01,1 PLACE DE LA MAIRIE,56670,RIANTEC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
504218231,50421823100018,PLG ASSURANCES ET INVESTISSEMENTS,,PME,5499,2008-05-01,66.22Z,66.22Y,NN,7 BD JOBERT,22400,LAMBALLE-ARMOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
504303264,50430326400031,,,PME,1000,2008-06-02,66.22Z,66.22Y,01,15 RUE FENELON,56100,LORIENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
504530932,50453093200020,,,PME,1000,2008-05-15,66.22Z,66.22Y,01,18 RUE NELSON MANDELA,29300,QUIMPERLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
504612235,50461223500029,,MMA,PME,1000,2008-06-01,66.22Z,66.22Y,NN,70 ROUTE DE BREST,29000,QUIMPER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
504748468,50474846800031,,,PME,1000,2008-05-23,66.22Z,66.22Y,NN,8 RUE DU FORESTOU HUELLA,29200,BREST,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
504751496,50475149600010,,MMA ASSURANCE,PME,1000,2007-01-01,66.22Z,66.22Y,01,23 RUE DES DOUVES,35600,REDON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
504812835,50481283500057,,,PME,1000,2008-06-16,66.22Z,66.22Y,NN,14 RUE GALILEE,29900,CONCARNEAU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
504953159,50495315900028,OUEST ASSUR CONCEPT,,PME,5499,2008-06-16,66.22Z,66.22Y,NN,27  KERSENE,29860,PLABENNEC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
505191957,50519195700057,CONCERTO,,PME,5499,2008-07-04,66.22Z,66.22Y,NN,2 AVENUE DE QUIMPER,29150,CHATEAULIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
505253310,50525331000021,,,PME,1000,2008-01-17,66.22Z,66.22Y,NN,23 RUE GEORGES DE LA TOUR,35770,VERN-SUR-SEICHE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
507436962,50743696200017,T.S. ASSURANCES COURTAGE,,PME,5499,2008-06-12,66.22Z,66.22Y,NN,LD CABEL AR RUN,29560,TELGRUC-SUR-MER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
507741916,50774191600021,[ND],[ND],PME,1000,2008-10-01,66.22Z,66.22Y,02,[ND] [ND] [ND],[ND],PONTRIEUX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
507741916,50774191600054,[ND],[ND],PME,1000,2008-10-01,66.22Z,66.22Y,02,[ND] [ND] [ND],[ND],SAINT-AGATHON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
508068467,50806846700028,ARVOR PATRIMOINE,,PME,5499,2008-09-29,66.22Z,66.19H,00,KERANNOU,29250,SAINT-POL-DE-LEON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
508211554,50821155400029,,,PME,1000,2008-10-01,66.22Z,66.22Y,01,1 RUE GEORGES POMPIDOU,22300,LANNION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
508570512,50857051200014,,,PME,1000,2009-01-01,66.22Z,66.22Y,NN,16 PLACE DU CHAMP AU ROY,22200,GUINGAMP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
508570512,50857051200022,,,PME,1000,2009-01-01,66.22Z,66.22Y,NN,32 RUE DE L’HOTEL DE VILLE,22140,BEGARD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
508948007,50894800700010,,AXA ASSURANCES,PME,1000,2008-09-18,66.22Z,66.22Y,NN,10 RUE LAENNEC,29770,AUDIERNE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
508951068,50895106800032,,AGENCE ARVOR ET FRESNE,PME,1000,2009-01-01,66.22Z,66.22Y,NN,2 RUE DU BIROU,29100,DOUARNENEZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
508951068,50895106800040,,,PME,1000,2009-01-01,66.22Z,66.22Y,NN,2 ROUTE DU LOC'H,29000,QUIMPER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
508978418,50897841800038,MCF FINANCE,,PME,5499,2008-09-01,66.22Z,66.22Y,NN,20 RUE DE LA PROUVERIE,35590,SAINT-GILLES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
509119905,50911990500024,[ND],[ND],PME,1000,2008-12-01,66.22Z,66.22Y,NN,[ND] [ND] [ND],[ND],PLOEZAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
509184297,50918429700026,,MUTUELLES DE POITIERS,PME,1000,2008-11-27,66.22Z,66.22Y,01,16 RUE DE ROHAN,22000,SAINT-BRIEUC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
509184297,50918429700034,,,PME,1000,2008-11-27,66.22Z,66.22Y,01,1 RUE DE MONCONTOUR,22950,TREGUEUX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
509272274,50927227400028,DARL MAT PATRIMOINE,,PME,5710,2008-12-01,66.22Z,66.22Y,01,5 ROUTE DE LA MADELEINE,56450,THEIX-NOYALO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
509342085,50934208500065,,EIRL PAJAUD NICOLAS,PME,1000,2008-12-30,66.22Z,66.22Y,02,12 BOULEVARD DES ROCHERS,35500,VITRE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
509378220,50937822000032,,,PME,1000,2009-01-02,66.22Z,66.22Y,NN,21 RUE ST ROCH,56160,GUEMENE-SUR-SCORFF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
509378220,50937822000040,,,PME,1000,2009-01-02,66.22Z,66.22Y,NN,20 RUE ALBERT DE MUN,56300,PONTIVY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
509388286,50938828600031,ASCALON FINANCES,,PME,5499,2009-01-01,66.22Z,66.22Y,02,167 RUE DE LORIENT,35000,RENNES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
509412391,50941239100039,JCBA,,PME,5499,2008-12-05,66.22Z,66.22Y,NN,2  FONTAINBRUN,35137,LA NOUAYE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
509603908,50960390800013,,,PME,1000,2009-01-02,66.22Z,66.22Y,01,10 RUE CHARLES DE GAULLE,56800,PLOERMEL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
509611802,50961180200042,,,PME,1000,2009-01-01,66.22Z,66.22Y,02,7 PLACE SAINT-PIERRE,35310,MORDELLES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
509675435,50967543500077,ACTI 2000,,PME,5499,2008-12-22,66.22Z,66.22Y,NN,6 RUE DE BREST,35000,RENNES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
509774923,50977492300015,,,PME,1000,2009-01-01,66.22Z,66.22Y,NN,3 AVENUE DU MARECHAL LECLERC,35310,MORDELLES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
509774923,50977492300023,,,PME,1000,2009-01-01,66.22Z,66.22Y,NN,1 RUE DES DAMES,35160,MONTFORT-SUR-MEU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
509865358,50986535800048,CHRISTIAN FREZEL OLIVIER PELLAN,,PME,2310,2009-01-01,66.22Z,66.22Y,NN,8 BOULEVARD PATRICE DUMAINE DE LA JOSSERIE,35740,PACE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
509865358,50986535800055,CHRISTIAN FREZEL OLIVIER PELLAN,,PME,2310,2009-01-01,66.22Z,66.22Y,NN,7 PLACE SAINT-PIERRE,35310,MORDELLES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
509865358,50986535800063,CHRISTIAN FREZEL OLIVIER PELLAN,[ND],PME,2310,2009-01-01,66.22Z,66.22Y,NN,[ND] [ND] [ND],[ND],RENNES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
510053093,51005309300025,,,PME,1000,2009-01-02,66.22Z,66.22Y,01,74 BOULEVARD DE METZ,35700,RENNES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
510293467,51029346700021,[ND],[ND],PME,1000,2009-01-02,66.22Z,66.22Y,NN,[ND] [ND] [ND],[ND],CLEDER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
510302987,51030298700019,OMNES JEAN PHILIPPE OMNES LOIC HENRY PIERRE,,PME,2210,2007-05-01,66.22Z,66.22Y,NN,38 RUE AMIRAL LINOIS,29200,BREST,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
510403272,51040327200014,CR CONSEIL PATRIMOINE,,PME,5499,2009-02-06,66.22Z,66.22Y,NN,VENELLE LEUR AR PERSON,29180,LOCRONAN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
510606858,51060685800023,LEMOINE PARTENAIRE FINANCES,,PME,5499,2009-02-16,66.22Z,66.22Y,01,15 RUE DES COMORES,29200,BREST,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
510909211,51090921100029,BRIEC CGRT PATRIMOINE,,PME,5499,2009-02-23,66.22Z,66.22Y,NN,15 RUE DES COMORES,29200,BREST,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
511158065,51115806500041,,GAN ASSURANCES,PME,1000,2009-04-02,66.22Z,66.22Y,01,80 RUE DE GOUEDIC,22000,SAINT-BRIEUC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
511546996,51154699600048,[ND],[ND],PME,1000,2009-03-01,66.22Z,66.22Y,NN,[ND] [ND] [ND],[ND],PLOUFRAGAN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
511797169,51179716900030,,,PME,1000,2009-04-06,66.22Z,66.22Y,02,73 RUE GEORGES CLEMENCEAU,56400,AURAY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
511797169,51179716900048,,,PME,1000,2009-04-06,66.22Z,66.22Y,02,7 RUE DE LA GARE,56170,QUIBERON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
511868630,51186863000019,AB ASSUR,,PME,5499,2009-04-01,66.22Z,66.22Y,03,QUAI D'AUXERRE,29680,ROSCOFF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
511868630,51186863000035,AB ASSUR,,PME,5499,2009-04-01,66.22Z,66.22Y,03,57 RTE DE ST POL,29430,PLOUESCAT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
511868630,51186863000043,AB ASSUR,,PME,5499,2009-04-01,66.22Z,66.22Y,03,1 RUE PARMENTIER,29400,LANDIVISIAU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
511868630,51186863000068,AB ASSUR,,PME,5499,2009-04-01,66.22Z,66.22Y,03,6 PLACE CORNIC,29600,MORLAIX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
511868630,51186863000076,AB ASSUR,,PME,5499,2009-04-01,66.22Z,66.22Y,03,7 RUE DU GENERAL DE GAULLE,29690,HUELGOAT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
512122383,51212238300023,,,PME,1000,2009-05-02,66.22Z,66.22Y,NN,15 ALLEE DU BANELLOU,29000,QUIMPER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
512210873,51221087300026,,,PME,1000,2009-05-20,66.22Z,66.22Y,NN,1 RUE YANN BREKILIEN,29000,QUIMPER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
512358433,51235843300021,,,PME,1000,2009-06-01,66.22Z,66.22Y,NN,8 RUE DE PONTIVY,22600,LOUDEAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
512358433,51235843300039,,,PME,1000,2009-06-01,66.22Z,66.22Y,NN,54 RUE GAL DE GAULLE,56300,PONTIVY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
512362799,51236279900029,,,PME,1000,2009-06-01,66.22Z,66.22Y,NN,8 RUE DE PONTIVY,22600,LOUDEAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
512362799,51236279900037,,,PME,1000,2009-06-01,66.22Z,66.22Y,NN,54 RUE GAL DE GAULLE,56300,PONTIVY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
512830209,51283020900023,,,PME,1000,2009-07-01,66.22Z,66.22Y,NN,9 PLACE DE LA REPUBLIQUE,22190,PLERIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
512830209,51283020900031,,,PME,1000,2009-07-01,66.22Z,66.22Y,NN,9 PL FOCH,22580,PLOUHA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
512983602,51298360200032,ABF COURTAGES,,PME,5499,2009-06-17,66.22Z,66.22Y,NN,RUE DES LILAS,56590,GROIX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
513316489,51331648900014,,AVIVA ASSURANCES,PME,1000,2009-07-01,66.22Z,66.22Y,01,10 RUE CARNOT,22100,DINAN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
513327247,51332724700039,[ND],[ND],PME,1000,2008-01-01,66.22Z,66.22Y,NN,[ND] [ND] [ND],[ND],LE PALAIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
513397968,51339796800043,COURTEAL,,PME,5710,2009-07-03,66.22Z,66.22Y,NN,5 LIEU DIT TOUL ER LANN,56400,PLOUGOUMELEN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
513536318,51353631800027,[ND],[ND],PME,1000,2009-07-01,66.22Z,66.22Y,NN,[ND] [ND] [ND],[ND],VANNES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
513581983,51358198300022,STE EN PARTICIPATION D EXERCICE CONJOINT FRESNE-NICOLAS-LE COM,,PME,2385,2009-07-01,66.22Z,66.22Y,03,2 RUE DU BIROU,29100,DOUARNENEZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
513581983,51358198300030,STE EN PARTICIPATION D EXERCICE CONJOINT FRESNE-NICOLAS-LE COM,AXA,PME,2385,2009-07-01,66.22Z,66.22Y,03,2 ROUTE DU LOC'H,29000,QUIMPER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
513969790,51396979000023,,,PME,1000,2009-07-20,66.22Z,66.22Y,NN,12  LE CLOS DU BOIS,29750,LOCTUDY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
514244474,51424447400037,SPEC BLAIS-FOUILLET,,PME,2385,2009-06-01,66.22Z,66.22Y,01,8 RUE DE PONTIVY,22600,LOUDEAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
514244474,51424447400045,SPEC BLAIS-FOUILLET,,PME,2385,2009-06-01,66.22Z,66.22Y,01,54 RUE GAL DE GAULLE,56300,PONTIVY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
515050755,51505075500047,,,PME,1000,2009-06-29,66.22Z,66.22Y,02,14 AV DES ARCHERS,56200,LA GACILLY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
515050755,51505075500088,,,PME,1000,2009-06-29,66.22Z,66.22Y,02,8 RUE DE PARIS,35330,VAL D'ANAST,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
515344349,51534434900045,,GAN ASSURANCES,PME,1000,2009-09-01,66.22Z,66.22Y,NN,PLACE DU VIEUX COUVENT,56190,MUZILLAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
517593471,51759347100025,,,PME,1000,2009-10-09,66.22Z,66.22Y,NN,9 RUE DE LA GARE,35850,GEVEZE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
517701587,51770158700019,SOCIETE DE FAIT GUINARD ET NIVET,,PME,2210,2007-01-01,66.22Z,66.22Y,NN,25 RUE DE GOUEDIC,22000,SAINT-BRIEUC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
517920120,51792012000048,ACTIV'ASSURANCES,,PME,5499,2009-11-01,66.22Z,66.22Y,01,44 RUE D'AUVERGNE,22950,TREGUEUX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
517976460,51797646000033,HORTUS PATRIMOINE ET ASSOCIES,,PME,5710,2009-11-05,66.22Z,66.22Y,02,314 RUE DE FOUGERES,35700,RENNES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
518115753,51811575300049,ASSIMMO,,PME,5499,2009-11-04,66.22Z,66.22Y,01,2 QUAI DE LA DOUANE,29200,BREST,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
518554522,51855452200038,,,PME,1000,2010-01-01,66.22Z,66.22Y,02,14 AVENUE DU MARECHAL FOCH,56400,AURAY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
518727540,51872754000057,,AXA,PME,1000,2010-01-01,66.22Z,66.22Y,03,2 RUE DE PRE CLOS,35500,VITRE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
518727540,51872754000073,,,PME,1000,2010-01-01,66.22Z,66.22Y,03,21 RUE DE PARIS,35220,CHATEAUBOURG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
519151989,51915198900059,[ND],[ND],PME,1000,2010-01-01,66.22Z,66.22Y,NN,[ND] [ND] [ND],[ND],CROZON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
519199038,51919903800034,CABINET CHRISTOPHE BOURGOISE,,PME,5499,2010-01-04,66.22Z,66.22Y,02,32 RUE RENE-YVES CRESTON,35200,RENNES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
519222749,51922274900045,OREA,OREA,PME,5499,2010-01-02,66.22Z,66.22Y,NN,2 RUE DU GENERAL DE CASTELNAU,22410,SAINT-QUAY-PORTRIEUX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
519272801,51927280100027,,AXA PREVOYANCE & PATRIMOINE,PME,1000,2010-01-04,66.22Z,66.22Y,01,39 RUE DE LA VILLENEUVE,56100,LORIENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
519273395,51927339500011,,,PME,1000,2010-01-02,66.22Z,66.22Y,NN,3 RUE GEORGES BRAQUE,22120,YFFINIAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
519337000,51933700000037,,,PME,1000,2010-01-01,66.22Z,66.22Y,NN,5 PLACE DE LA DUCHESSE ANNE,56120,JOSSELIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
519415624,51941562400021,SARL CONSEIL MARCHE DE BRETAGNE,,PME,5710,2010-01-08,66.22Z,66.22Y,01,RUE MARYSE BASTIE,35170,BRUZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
519695936,51969593600012,,,PME,1000,2010-01-13,66.22Z,66.22Y,NN,8 RUE HENRI DUPUY DE LOME,56100,LORIENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
519755011,51975501100029,CONSEIL SERVICE EN ASSURANCE ET FINANCES,,PME,5499,2010-02-01,66.22Z,66.22Y,NN,29 RUE DE GOUEDIC,22000,SAINT-BRIEUC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
519809214,51980921400025,MIOSSEC CONSEIL ET COURTAGE,,PME,5499,2010-01-02,66.22Z,66.22Y,NN,10 RUE JEAN CHARCOT,29950,BENODET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
